Order_ID,Order_Timestamp,Agent_Name,Rating,Delivery_Time_Minutes,Location,Order_Type,Customer_Feedback_Type,Price_Range,Discount_Applied,Product_Availability,Customer_Service_Rating,Order_Accuracy
14743078-8b1f-446c-8f73-5528e8da9659,2025-01-03 14:35:26,Blinkit,5,78,Delhi,Essentials,Neutral,High,Yes,In Stock,3,Correct
1f6d9687-44ab-46b0-a1e4-d056923d93e5,2025-01-03 15:04:34,JioMart,1,35,Hyderabad,Food,Neutral,Low,Yes,In Stock,5,Correct
b431dcaf-b232-4a14-93c2-0351e3aaecfd,2025-01-03 15:19:40,Blinkit,2,67,Pune,Essentials,Positive,High,Yes,In Stock,5,Correct
ef35bd52-c5fe-455b-a275-39e2fe38a776,2025-01-03 15:42:42,Blinkit,2,90,Chennai,Essentials,Neutral,Medium,Yes,In Stock,4,Correct
0740a2bb-b842-4ed6-b81f-d2d861d75594,2025-01-03 16:53:02,Swiggy Instamart,2,73,Delhi,Essentials,Negative,Medium,No,In Stock,2,Correct
a5721ca3-b6fd-43d8-af99-d2e4c65ce8f1,2025-01-03 17:12:38,Zepto,5,62,Bangalore,Food,Neutral,Medium,Yes,In Stock,5,Correct
6d51fd77-f43c-4b9b-b91f-5a6489c424c5,2025-01-03 17:27:04,Zepto,5,81,Delhi,Food,Negative,Low,Yes,In Stock,2,Correct
2e240351-9568-4378-bc53-7e1233046049,2025-01-03 18:28:53,Swiggy Instamart,2,15,Hyderabad,Grocery,Positive,Low,Yes,In Stock,3,Correct
54e141a0-d652-44a8-a5bf-b7e3ebe64e0f,2025-01-03 18:58:05,Blinkit,4,75,Delhi,Grocery,Positive,High,No,In Stock,1,Correct
f005abfe-550e-4c51-bc51-1bfed8171068,2025-01-03 20:26:14,JioMart,4,52,Delhi,Grocery,Positive,High,No,In Stock,2,Correct
b108a61c-27f2-4ad2-804a-7110b11acc36,2025-01-03 21:44:08,Blinkit,2,74,Chennai,Food,Neutral,Low,No,In Stock,5,Correct
0941e233-ead8-4b57-bfec-79fa92571c22,2025-01-04 00:16:42,JioMart,3,54,Bangalore,Food,Positive,Medium,No,In Stock,3,Correct
d6107e8c-a64b-431f-949f-4f33f297d8e9,2025-01-04 01:11:45,JioMart,1,76,Bangalore,Essentials,Positive,Low,No,In Stock,1,Correct
0f7c902f-fe15-45a2-871a-d4a70d87c66f,2025-01-04 02:11:11,JioMart,5,43,Delhi,Food,Positive,Medium,No,In Stock,2,Correct
35cac39d-4feb-4033-b0bd-7b897df1e056,2025-01-04 04:37:37,JioMart,5,63,Mumbai,Grocery,Positive,Medium,No,In Stock,4,Correct
6b5d927f-d1b1-441a-b9f8-60b93ea6b097,2025-01-04 04:43:23,Swiggy Instamart,2,42,Chennai,Food,Positive,High,No,In Stock,1,Correct
385e7382-c9dc-49cd-9388-0e87d318d3d9,2025-01-04 05:19:01,Zepto,4,54,Mumbai,Food,Positive,High,No,In Stock,1,Correct
4c494475-9af6-467c-a5d2-21abd2957b33,2025-01-04 05:25:32,Swiggy Instamart,2,28,Chennai,Food,Negative,High,Yes,In Stock,3,Incorrect
67fcf61e-ba30-41bf-8c12-65890ff6caff,2025-01-04 05:45:21,Zepto,4,53,Hyderabad,Food,Positive,Low,No,In Stock,1,Correct
aaab1b9a-6424-450a-a0e3-eaeb4f2f42fd,2025-01-04 08:40:31,Swiggy Instamart,2,10,Hyderabad,Grocery,Positive,High,No,In Stock,1,Correct
af461dc3-62ac-420d-a2d5-3dcb12c9db04,2025-01-04 10:16:37,Blinkit,3,15,Hyderabad,Grocery,Neutral,High,Yes,In Stock,2,Correct
687b1e39-9fbd-4266-8d2e-985d869fbb01,2025-01-04 10:30:54,JioMart,1,47,Chennai,Grocery,Positive,High,No,In Stock,2,Correct
ed84b354-2005-4042-b363-5bf07729370c,2025-01-04 10:35:56,Zepto,2,64,Pune,Food,Positive,Low,No,In Stock,4,Correct
9c8fd47f-5061-48e2-8f65-de690f9a437d,2025-01-04 12:08:28,Blinkit,3,23,Pune,Grocery,Positive,Medium,No,In Stock,5,Correct
3d22cdec-1104-4297-b8c5-50a3d9db7dc3,2025-01-04 12:16:10,Swiggy Instamart,1,35,Pune,Essentials,Neutral,Low,No,In Stock,1,Correct
ae0c2122-eb7a-46b3-9aec-4329d8aa533c,2025-01-04 12:29:25,Swiggy Instamart,2,71,Hyderabad,Grocery,Positive,High,Yes,In Stock,4,Correct
0c24b7bb-3713-4321-95bf-b043c36c637d,2025-01-04 12:44:15,JioMart,2,76,Bangalore,Food,Positive,High,Yes,In Stock,2,Correct
fa9b81f5-77dc-427a-9727-cf25ece8e8ad,2025-01-04 12:47:01,JioMart,2,37,Bangalore,Food,Neutral,Medium,Yes,In Stock,3,Correct
4113e8dd-734f-4dd7-9c35-da6308395c7b,2025-01-04 12:55:24,Zepto,2,14,Mumbai,Grocery,Negative,Medium,No,In Stock,1,Correct
38a556dd-9775-4fc7-8199-d97bb70cbfd5,2025-01-04 13:03:12,Zepto,4,65,Pune,Food,Negative,High,Yes,In Stock,3,Correct
a3a6d30f-079d-4201-b938-98a3fa771911,2025-01-04 13:11:52,Blinkit,2,84,Bangalore,Food,Positive,High,No,In Stock,1,Correct
21429f2c-5835-4d70-abd7-307a3dee714b,2025-01-04 13:42:39,JioMart,3,40,Delhi,Food,Positive,Medium,No,In Stock,2,Correct
63ffaa7d-c41b-40fb-a8b6-f86beae3a32f,2025-01-04 13:55:18,Swiggy Instamart,3,31,Bangalore,Essentials,Positive,High,No,In Stock,2,Correct
510b0347-d9d2-4009-a925-874555a09952,2025-01-04 13:56:41,JioMart,2,42,Delhi,Essentials,Positive,Medium,Yes,In Stock,1,Correct
803e52df-bb0f-46ff-b860-e2214767ee7e,2025-01-04 13:58:57,Blinkit,3,64,Bangalore,Essentials,Neutral,High,Yes,In Stock,4,Correct
864b8889-30b3-470c-a48d-91ca729a1ad4,2025-01-04 14:47:31,Zepto,3,76,Bangalore,Food,Positive,High,Yes,In Stock,5,Correct
7bcd0b0b-d5bd-4fa8-9994-5415d31f6d7e,2025-01-04 15:16:29,Zepto,3,61,Pune,Grocery,Positive,Medium,Yes,In Stock,1,Correct
3e8ed3aa-a540-4e69-9799-dd821188a11a,2025-01-04 16:10:00,Blinkit,5,79,Mumbai,Essentials,Positive,Low,Yes,In Stock,1,Correct
858e4ea9-6d4e-4ecd-84dc-d38f04ea697f,2025-01-04 17:02:14,Blinkit,1,16,Pune,Essentials,Positive,Low,Yes,In Stock,2,Correct
5cdc95fe-b85c-4bda-88ca-30f613b857b1,2025-01-04 17:42:15,Swiggy Instamart,1,51,Pune,Food,Positive,High,No,In Stock,1,Correct
c83cb610-a1e8-4469-8b4e-55bc50881e72,2025-01-04 18:13:42,Swiggy Instamart,1,35,Chennai,Grocery,Positive,Medium,No,In Stock,3,Correct
bd0b3993-92d5-41bb-ad51-de088e58e5dc,2025-01-04 18:47:23,Blinkit,5,23,Hyderabad,Grocery,Neutral,High,No,In Stock,2,Correct
133dcd35-efc4-4bea-b1d0-c0abcc42840f,2025-01-04 18:54:25,Zepto,5,80,Chennai,Grocery,Positive,Low,No,In Stock,4,Correct
45f3fb2b-05ef-4847-a6a7-c421af6fab52,2025-01-04 19:07:25,Zepto,2,12,Hyderabad,Grocery,Negative,Low,No,In Stock,4,Correct
14b7a67a-b8c3-445c-92d5-10274da969f0,2025-01-04 19:49:07,Blinkit,3,73,Bangalore,Essentials,Neutral,Low,Yes,In Stock,2,Correct
d52d1bb4-5b86-4c80-bb01-1b878e054e71,2025-01-04 19:54:33,Swiggy Instamart,4,79,Bangalore,Food,Positive,High,Yes,In Stock,5,Correct
594034ac-b19d-4194-be4a-9240ba2d0d83,2025-01-04 19:58:51,Zepto,3,79,Mumbai,Essentials,Neutral,Medium,No,Out of Stock,1,Correct
42b2c44d-c30c-4c3c-9c64-db1f3a99d114,2025-01-04 23:14:38,Zepto,2,18,Mumbai,Food,Positive,Low,Yes,In Stock,5,Correct
4e96d3a6-8f47-455a-8fb1-486173c314d5,2025-01-05 00:19:59,Zepto,1,59,Bangalore,Food,Positive,High,No,In Stock,5,Correct
8e371e27-ea50-469a-a6c8-52127bbacf47,2025-01-05 00:58:35,Swiggy Instamart,1,25,Chennai,Food,Positive,Low,Yes,In Stock,5,Correct
bb9ee5ec-f152-4784-8152-04abc7e04f5d,2025-01-05 02:34:45,Swiggy Instamart,5,86,Chennai,Essentials,Positive,Low,No,In Stock,2,Correct
2b135e5e-e715-4de1-bae9-8076407bda25,2025-01-05 02:40:49,Blinkit,3,54,Pune,Essentials,Negative,High,No,In Stock,5,Correct
400b5edc-876b-4efd-820c-cee966b900ee,2025-01-05 02:47:38,Swiggy Instamart,3,40,Hyderabad,Essentials,Positive,High,No,In Stock,1,Correct
4fafebe5-2b27-4ba2-a409-f2e322b0619d,2025-01-05 02:48:59,JioMart,3,65,Pune,Food,Negative,Low,No,In Stock,3,Correct
e57a707a-38a1-4b76-8751-f50620cd3dc3,2025-01-05 03:05:30,JioMart,5,54,Pune,Food,Positive,Low,Yes,In Stock,2,Correct
64d198d4-cdaf-40e7-990d-19ad391b7070,2025-01-05 03:26:54,Swiggy Instamart,2,53,Pune,Grocery,Positive,Medium,No,In Stock,5,Correct
fab20589-cb0c-40d4-92ec-aba22fb94618,2025-01-05 04:15:41,Blinkit,1,85,Delhi,Grocery,Positive,Low,Yes,In Stock,1,Correct
e99d9deb-ff5d-405c-a5d4-62957f7aeb7c,2025-01-05 05:02:13,Zepto,4,30,Mumbai,Grocery,Negative,High,No,Out of Stock,1,Correct
795f89ca-8387-4d92-ba8b-b579a2da25f1,2025-01-05 05:11:20,Swiggy Instamart,4,22,Mumbai,Essentials,Negative,High,No,In Stock,1,Correct
92de0d3a-a89f-469c-b5b9-39e0d9357e0c,2025-01-05 05:18:38,Blinkit,3,16,Chennai,Food,Positive,High,Yes,In Stock,4,Correct
78682803-c3a3-4bfa-8de4-d085c139d418,2025-01-05 05:20:05,Swiggy Instamart,1,37,Chennai,Grocery,Negative,Medium,No,In Stock,3,Correct
05f77d4a-12f0-4ab7-8805-aefbbff65d8d,2025-01-05 06:00:11,Blinkit,2,25,Hyderabad,Food,Negative,Low,Yes,Out of Stock,5,Correct
983649d4-ddb9-4daf-9bc9-a9a7cddbd210,2025-01-05 06:14:03,Blinkit,5,78,Delhi,Food,Positive,Medium,Yes,In Stock,2,Correct
3dc59f1f-c54f-4a92-a393-8bba41cf4809,2025-01-05 07:47:46,JioMart,5,48,Chennai,Essentials,Positive,Medium,No,In Stock,4,Correct
6e59e686-b4bc-4b4f-993b-009fb7ea86c2,2025-01-05 09:14:40,Swiggy Instamart,4,55,Hyderabad,Food,Negative,High,No,In Stock,3,Correct
ffc65963-43cf-4138-bb80-c817da51c892,2025-01-05 10:53:02,Zepto,5,73,Hyderabad,Grocery,Negative,Low,Yes,In Stock,4,Correct
788f14da-5678-4917-aab0-61803eb429ab,2025-01-05 11:00:03,Blinkit,5,31,Hyderabad,Grocery,Positive,Medium,No,In Stock,4,Correct
fa4a04c4-626b-472e-92c5-4c3a65165b96,2025-01-05 11:47:39,Blinkit,2,47,Bangalore,Essentials,Positive,Low,No,Out of Stock,2,Correct
9ae90d77-2ea6-482f-8a11-decc0a301187,2025-01-05 12:47:05,Zepto,1,59,Bangalore,Food,Neutral,Low,Yes,In Stock,3,Correct
af7da6f8-fc0f-4d29-8a8b-0eabc5939694,2025-01-05 12:52:59,JioMart,2,12,Mumbai,Essentials,Positive,Low,No,In Stock,3,Correct
170f914d-0963-44a3-a047-a82a3a21fba6,2025-01-05 13:29:39,Blinkit,2,15,Delhi,Grocery,Positive,High,Yes,In Stock,2,Correct
d9c7fa7e-3d75-49fd-8c64-40c9d09dd496,2025-01-05 13:37:11,JioMart,2,72,Hyderabad,Food,Positive,Medium,Yes,In Stock,5,Correct
39402444-5131-40f7-a7f7-b86173233e79,2025-01-05 13:49:14,Blinkit,1,53,Delhi,Essentials,Negative,Medium,Yes,In Stock,4,Correct
73dd458c-ae8e-4c35-853f-19fc47412887,2025-01-05 14:30:09,Zepto,2,69,Delhi,Essentials,Neutral,Low,Yes,In Stock,3,Correct
e1c5ef3c-5888-48b7-8d4a-dd6ecb42b234,2025-01-05 14:41:55,JioMart,4,49,Chennai,Essentials,Positive,Medium,Yes,In Stock,1,Correct
b97a7e68-700d-456f-b5d9-01d952a4fa02,2025-01-05 14:51:31,Swiggy Instamart,4,29,Bangalore,Grocery,Positive,Low,Yes,In Stock,1,Correct
